"Marca","Tamanho do Motor","Preço Médio BRL","Combustível","Idade"
"GM - Chevrolet",4.1,50485,"Diesel",23
"Fiat",2.8,40926,"Diesel",18
"VW - VolksWagen",1.8,4305,"Gasoline",36
"GM - Chevrolet",4.1,10127,"Gasoline",38
"Fiat",2,23687,"Gasoline",21
"VW - VolksWagen",2,12799,"Gasoline",26
"Ford",3.8,72023,"Gasoline",28
"Fiat",1.8,27848,"Gasoline",17
"Ford",1.6,6259,"Alcohol",27
"Fiat",1,10094,"Gasoline",23
"VW - VolksWagen",3.6,43421,"Gasoline",16
"GM - Chevrolet",4.1,10669,"Gasoline",37
"Fiat",1,55398,"Gasoline",3
"Ford",4.2,116460,"Diesel",20
"Ford",3.9,118447,"Diesel",12
"GM - Chevrolet",4.1,30491,"Gasoline",33
"Fiat",1.8,60942,"Gasoline",7
"GM - Chevrolet",2,191118,"Gasoline",0
"GM - Chevrolet",1,87263,"Gasoline",1
"Mercedes-Benz",4.3,60987,"Gasoline",23
"Mercedes-Benz",2.2,89263,"Diesel",11
"Mercedes-Benz",2.2,226197,"Diesel",1
"VW - VolksWagen",1.6,19217,"Gasoline",19
"Fiat",1.8,26692,"Gasoline",16
"Fiat",1.6,45132,"Gasoline",10
"Ford",2,8218,"Alcohol",27
"VW - VolksWagen",2,40900,"Gasoline",12
"GM - Chevrolet",1.4,67225,"Gasoline",3
"Ford",2,8143,"Gasoline",29
"Ford",1,31269,"Gasoline",9
"GM - Chevrolet",1.6,39360,"Gasoline",10
"Fiat",1,11582,"Gasoline",21
"Ford",4,32734,"Gasoline",22
"VW - VolksWagen",2,13427,"Gasoline",32
"GM - Chevrolet",2,138082,"Gasoline",4
"VW - VolksWagen",1.6,62524,"Gasoline",5
"VW - VolksWagen",1.6,12509,"Gasoline",20
"GM - Chevrolet",4.3,31957,"Gasoline",21
"VW - VolksWagen",2,14829,"Gasoline",29
"GM - Chevrolet",1.4,51370,"Gasoline",6
"Ford",2.3,64803,"Gasoline",13
"Mercedes-Benz",4.7,171818,"Gasoline",11
"Mercedes-Benz",1.8,55276,"Gasoline",14
"Ford",2,72157,"Gasoline",5
"GM - Chevrolet",4.1,21188,"Gasoline",33
"Ford",2,20016,"Gasoline",18
"Fiat",1,12277,"Gasoline",24
"Ford",4.6,20544,"Gasoline",31
"Mercedes-Benz",2.2,211129,"Diesel",0
"Fiat",1.6,11950,"Gasoline",24
"Mercedes-Benz",2,225451,"Gasoline",7
"Ford",4.2,109357,"Diesel",19
"GM - Chevrolet",2.5,133066,"Gasoline",6
"Fiat",1.8,27336,"Gasoline",16
"Ford",2,8420,"Gasoline",29
"VW - VolksWagen",1.6,32051,"Gasoline",13
"GM - Chevrolet",3.1,17066,"Gasoline",29
"GM - Chevrolet",2,33982,"Gasoline",11
"Mercedes-Benz",5.5,446597,"Gasoline",8
"Ford",1.5,75536,"Gasoline",4
"Ford",3.9,158287,"Diesel",14
"Mercedes-Benz",6.2,350128,"Gasoline",14
"Fiat",1,44451,"Gasoline",5
"GM - Chevrolet",2.4,56467,"Gasoline",14
"Mercedes-Benz",2.2,111296,"Diesel",9
"Fiat",1.8,33608,"Gasoline",13
"Mercedes-Benz",1.6,124209,"Gasoline",8
"Ford",2.5,39020,"Diesel",22
"Ford",1.8,8426,"Gasoline",24
"Fiat",1.8,21372,"Gasoline",18
"GM - Chevrolet",2.5,4990,"Gasoline",36
"GM - Chevrolet",5.7,149590,"Gasoline",16
"Ford",4.2,120665,"Diesel",19
"Fiat",1.6,9553,"Gasoline",23
"Ford",2,24053,"Gasoline",17
"Mercedes-Benz",2,355552,"Gasoline",5
"VW - VolksWagen",1,52965,"Gasoline",6
"Ford",1,23896,"Gasoline",12
"Ford",2.2,218851,"Diesel",1
"Fiat",1.5,11522,"Alcohol",23
"Ford",1.5,46351,"Gasoline",7
"Fiat",1.8,43453,"Gasoline",10
"VW - VolksWagen",1.6,87652,"Gasoline",4
"Fiat",1.3,57833,"Gasoline",5
"VW - VolksWagen",2,10561,"Alcohol",26
"Mercedes-Benz",2.2,245151,"Diesel",0
"VW - VolksWagen",1.6,19125,"Gasoline",25
"Ford",1,13053,"Gasoline",21
"GM - Chevrolet",2,12906,"Gasoline",24
"Fiat",1.6,13783,"Gasoline",21
"VW - VolksWagen",1.8,5168,"Gasoline",35
"VW - VolksWagen",2,9508,"Alcohol",27
"VW - VolksWagen",1,90521,"Gasoline",3
"Ford",4,35233,"Gasoline",22
"Ford",1.5,87365,"Gasoline",0
"VW - VolksWagen",3.2,41244,"Gasoline",16
"VW - VolksWagen",1.4,27712,"Gasoline",15
"VW - VolksWagen",1.6,38052,"Gasoline",11
"Fiat",1.5,5384,"Gasoline",34
"Mercedes-Benz",2.2,139163,"Diesel",8
"VW - VolksWagen",2,133885,"Gasoline",8
"Ford",1.6,19039,"Gasoline",17
"Fiat",1,17755,"Gasoline",15
"VW - VolksWagen",1.4,149373,"Gasoline",9
"GM - Chevrolet",1.6,14558,"Gasoline",26
"GM - Chevrolet",1,39456,"Gasoline",10
"Fiat",2.3,152102,"Diesel",5
"GM - Chevrolet",1.8,8040,"Alcohol",27
"Mercedes-Benz",2,318839,"Gasoline",3
"Ford",4.2,37894,"Gasoline",21
"VW - VolksWagen",1.8,34991,"Gasoline",14
"Fiat",2,8630,"Gasoline",29
"GM - Chevrolet",3.9,46984,"Diesel",36
"Ford",4,14228,"Gasoline",27
"Ford",3.9,32632,"Diesel",33
"GM - Chevrolet",1.4,40833,"Gasoline",8
"GM - Chevrolet",2,21854,"Gasoline",19
"Ford",1.5,97454,"Gasoline",2
"VW - VolksWagen",4.2,43216,"Gasoline",17
"GM - Chevrolet",1.4,29521,"Gasoline",13
"VW - VolksWagen",2,60548,"Gasoline",12
"VW - VolksWagen",1.6,54800,"Gasoline",8
"Fiat",1.6,3598,"Gasoline",36
"Fiat",1.3,22227,"Gasoline",10
"Fiat",1.8,62260,"Gasoline",8
"Ford",1.8,6139,"Gasoline",33
"VW - VolksWagen",1.6,33000,"Gasoline",13
"Fiat",1,45332,"Gasoline",4
"Mercedes-Benz",2,382822,"Gasoline",4
"Ford",3.5,55948,"Gasoline",13
"VW - VolksWagen",1.6,31793,"Gasoline",13
"VW - VolksWagen",1.8,33500,"Gasoline",18
"VW - VolksWagen",1.6,29572,"Gasoline",14
"Fiat",1,26453,"Gasoline",10
"Ford",3.9,160783,"Diesel",12
"Mercedes-Benz",2,435254,"Gasoline",0
"GM - Chevrolet",2,31394,"Gasoline",11
"Fiat",1.6,38593,"Gasoline",9
"Fiat",1.6,4003,"Gasoline",36
"Fiat",1.8,73925,"Gasoline",5
"VW - VolksWagen",1.6,10714,"Alcohol",21
"GM - Chevrolet",2.1,12134,"Diesel",26
"Ford",1.6,29318,"Gasoline",11
"GM - Chevrolet",2.8,40904,"Diesel",20
"Ford",1,17396,"Gasoline",15
"GM - Chevrolet",1.8,14208,"Gasoline",23
"VW - VolksWagen",1,59270,"Gasoline",6
"Ford",4,14555,"Gasoline",27
"GM - Chevrolet",2.4,32163,"Gasoline",16
"Ford",1.8,5590,"Gasoline",32
"VW - VolksWagen",1.8,24954,"Gasoline",18
"Fiat",1.6,40732,"Gasoline",8
"GM - Chevrolet",2.5,33184,"Diesel",25
"Fiat",1,14549,"Gasoline",17
"Fiat",1.8,90890,"Gasoline",2
"VW - VolksWagen",1.6,46990,"Gasoline",8
"Mercedes-Benz",1.8,52848,"Gasoline",13
"VW - VolksWagen",1.6,43448,"Gasoline",8
"GM - Chevrolet",4.1,30208,"Gasoline",27
"Mercedes-Benz",5.5,445731,"Gasoline",7
"Ford",1.8,4491,"Gasoline",38
"Ford",4,30049,"Gasoline",23
"Ford",1.6,40475,"Gasoline",8
"GM - Chevrolet",2.5,20062,"Diesel",27
"GM - Chevrolet",2.1,17412,"Diesel",27
"Mercedes-Benz",5,138077,"Gasoline",17
"VW - VolksWagen",1.6,36641,"Gasoline",10
"Fiat",2,10571,"Gasoline",27
"Fiat",1,24713,"Gasoline",9
"Fiat",1,10272,"Alcohol",23
"Fiat",1.8,83636,"Gasoline",2
"Mercedes-Benz",4.3,52773,"Gasoline",25
"VW - VolksWagen",1.8,24115,"Gasoline",17
"GM - Chevrolet",1.6,15714,"Gasoline",19
"Mercedes-Benz",5.5,374706,"Gasoline",9
"Fiat",1,32056,"Gasoline",7
"Mercedes-Benz",6.2,202909,"Gasoline",13
"Mercedes-Benz",5,114784,"Gasoline",18
"VW - VolksWagen",1.6,46840,"Gasoline",7
"Fiat",1.8,71019,"Gasoline",7
"Fiat",1.8,63847,"Gasoline",9
"GM - Chevrolet",4.1,12273,"Gasoline",29
"VW - VolksWagen",1.8,6857,"Gasoline",32
"VW - VolksWagen",1.6,60245,"Gasoline",9
"Ford",2.5,99577,"Gasoline",7
"VW - VolksWagen",1.8,4162,"Gasoline",37
"Fiat",1,20684,"Gasoline",16
"VW - VolksWagen",1.6,19325,"Gasoline",23
"Ford",1.6,50832,"Gasoline",9
"Mercedes-Benz",2.2,346775,"Diesel",0
"Fiat",1.5,14468,"Gasoline",25
"GM - Chevrolet",1,111732,"Gasoline",2
"Fiat",1.8,23249,"Gasoline",17
"Ford",3.5,67393,"Gasoline",11
"Ford",2,39814,"Gasoline",12
"Ford",3,20979,"Gasoline",25
"Fiat",1.6,11622,"Gasoline",24
"Fiat",2.4,14235,"Gasoline",22
"Ford",1,17231,"Gasoline",17
"Fiat",1.3,67921,"Gasoline",4
"VW - VolksWagen",2,15815,"Gasoline",24
"Ford",2,119273,"Gasoline",5
"Ford",2,40644,"Gasoline",10
"Ford",4.2,26530,"Gasoline",25
"Ford",3.9,125723,"Diesel",12
"Fiat",1.4,69427,"Gasoline",8
"Mercedes-Benz",3,305157,"Diesel",7
"Fiat",1.6,38148,"Gasoline",9
"Ford",1.6,16600,"Gasoline",20
"GM - Chevrolet",1.4,99912,"Gasoline",5
"VW - VolksWagen",1.8,8575,"Gasoline",25
"Ford",4.2,141535,"Diesel",18
"GM - Chevrolet",1.8,25246,"Gasoline",18
"VW - VolksWagen",2,216042,"Gasoline",4
"GM - Chevrolet",1.8,42640,"Gasoline",9
"GM - Chevrolet",4.1,10691,"Gasoline",38
"GM - Chevrolet",1,15617,"Gasoline",16
"GM - Chevrolet",2.4,56431,"Gasoline",14
"Mercedes-Benz",6,319898,"Gasoline",14
"Fiat",1.8,40199,"Gasoline",9
"VW - VolksWagen",1,11322,"Gasoline",21
"Fiat",1.4,58764,"Gasoline",3
"Ford",1.6,3828,"Gasoline",36
"Ford",2.5,85433,"Gasoline",8
"GM - Chevrolet",2,23027,"Gasoline",21
"Ford",2.3,27567,"Gasoline",17
"GM - Chevrolet",4.1,13509,"Gasoline",32
"GM - Chevrolet",1.8,118321,"Gasoline",0
"Fiat",2.4,28146,"Gasoline",16
"VW - VolksWagen",1.6,40366,"Gasoline",9
"Mercedes-Benz",5,229210,"Gasoline",15
"GM - Chevrolet",2.2,19550,"Gasoline",20
"GM - Chevrolet",1,15420,"Alcohol",17
"GM - Chevrolet",1.4,17754,"Gasoline",18
"GM - Chevrolet",1.4,55975,"Gasoline",6
"Ford",1,6942,"Gasoline",24
"GM - Chevrolet",1.4,58007,"Gasoline",4
"Fiat",1.4,31160,"Gasoline",12
"Ford",2.5,94769,"Gasoline",8
"Ford",2.3,44925,"Gasoline",14
"Mercedes-Benz",5,128007,"Gasoline",15
"VW - VolksWagen",3.6,78301,"Gasoline",11
"GM - Chevrolet",5.7,266049,"Gasoline",13
"GM - Chevrolet",1,10253,"Gasoline",24
"Fiat",1,22136,"Gasoline",14
"Ford",3,76055,"Diesel",11
"GM - Chevrolet",1,122937,"Gasoline",0
"GM - Chevrolet",2,27708,"Gasoline",16
"Fiat",1.4,49426,"Gasoline",11
"GM - Chevrolet",1,21080,"Gasoline",16
"VW - VolksWagen",2,10944,"Gasoline",34
"Mercedes-Benz",2.2,57145,"Diesel",18
"VW - VolksWagen",2,150600,"Gasoline",7
"Mercedes-Benz",4.7,444956,"Gasoline",7
"VW - VolksWagen",1.6,30627,"Gasoline",13
"GM - Chevrolet",1.8,6588,"Gasoline",33
"VW - VolksWagen",2,25065,"Gasoline",19
"Fiat",1.5,10470,"Gasoline",29
"Ford",1.6,51389,"Gasoline",7
"GM - Chevrolet",1,19815,"Gasoline",14
"GM - Chevrolet",2.2,13666,"Gasoline",28
"GM - Chevrolet",2.5,163680,"Gasoline",2
"Mercedes-Benz",5,265176,"Gasoline",11
"Fiat",1.4,28336,"Gasoline",13
"Ford",2.2,76251,"Diesel",10
"Fiat",1.8,15221,"Gasoline",19
"GM - Chevrolet",1,15613,"Gasoline",18
"Ford",3,57938,"Diesel",15
"VW - VolksWagen",1.8,20367,"Gasoline",23
"VW - VolksWagen",1.4,152052,"Gasoline",0
"GM - Chevrolet",1,21058,"Gasoline",14
"Mercedes-Benz",1.6,193088,"Gasoline",4
"GM - Chevrolet",2.8,91073,"Diesel",10
"Ford",1.3,6136,"Gasoline",27
"VW - VolksWagen",2,18986,"Gasoline",20
"VW - VolksWagen",1.6,56096,"Gasoline",5
"Fiat",2.3,166765,"Diesel",5
"GM - Chevrolet",2.5,147032,"Gasoline",3
"Mercedes-Benz",3,40789,"Gasoline",31
"VW - VolksWagen",1.6,42372,"Gasoline",8
"Ford",2.2,156205,"Diesel",3
"GM - Chevrolet",1.8,30540,"Gasoline",11
"Ford",1.6,11506,"Alcohol",28
"GM - Chevrolet",1,79502,"Gasoline",2
"Fiat",1,22095,"Gasoline",14
"GM - Chevrolet",2,26499,"Gasoline",17
"Fiat",1.8,27238,"Gasoline",16
"GM - Chevrolet",2.2,20089,"Gasoline",21
"GM - Chevrolet",2.4,52844,"Gasoline",12
"VW - VolksWagen",1.8,16562,"Alcohol",19
"Ford",1.6,6932,"Alcohol",27
"Fiat",1.4,46972,"Gasoline",9
"Fiat",2.8,44188,"Diesel",17
"GM - Chevrolet",1.8,44843,"Gasoline",9
"GM - Chevrolet",2.8,61706,"Diesel",17
"GM - Chevrolet",4,82836,"Diesel",27
"GM - Chevrolet",4.1,16201,"Gasoline",33
"Mercedes-Benz",1.3,312545,"Gasoline",0
"Fiat",1.8,63290,"Gasoline",8
"VW - VolksWagen",1.6,46582,"Gasoline",8
"Fiat",1.6,9275,"Gasoline",26
"GM - Chevrolet",2.4,41992,"Gasoline",17
"GM - Chevrolet",1.6,3000,"Gasoline",38
"Fiat",1.8,37974,"Gasoline",12
"Ford",2.5,87437,"Gasoline",10
"GM - Chevrolet",2.8,47607,"Diesel",23
"GM - Chevrolet",4,47341,"Diesel",31
"Fiat",1.8,27039,"Gasoline",15
"VW - VolksWagen",2,72077,"Gasoline",10
"GM - Chevrolet",1,83840,"Gasoline",2
"Ford",1.3,8758,"Gasoline",25
"Mercedes-Benz",5.5,86123,"Gasoline",15
"Fiat",1.4,25291,"Gasoline",14
"GM - Chevrolet",3.8,27937,"Gasoline",21
"Fiat",1.8,44886,"Gasoline",12
"VW - VolksWagen",2,14313,"Gasoline",26
"Ford",2.2,156620,"Diesel",3
"GM - Chevrolet",4.2,80045,"Diesel",23
"Ford",1.6,56341,"Gasoline",8
"Ford",3.9,20354,"Diesel",34
"VW - VolksWagen",2,101238,"Gasoline",10
"VW - VolksWagen",1.8,16299,"Alcohol",27
"Fiat",1.3,71247,"Gasoline",3
"Mercedes-Benz",2.2,74153,"Diesel",14
"Ford",1.8,7609,"Gasoline",26
"Mercedes-Benz",3.5,61260,"Gasoline",17
"VW - VolksWagen",1.8,5946,"Gasoline",29
"GM - Chevrolet",2.8,135451,"Diesel",8
"GM - Chevrolet",1.6,14067,"Gasoline",22
"Fiat",1.8,24181,"Gasoline",13
"Ford",1.6,12865,"Gasoline",22
"Mercedes-Benz",6.2,971336,"Gasoline",5
"VW - VolksWagen",1.8,25541,"Gasoline",15
"Ford",4.9,25225,"Gasoline",27
"Fiat",1,8675,"Alcohol",24
"GM - Chevrolet",4.1,23017,"Gasoline",27
"Mercedes-Benz",2.2,182125,"Diesel",3
"Mercedes-Benz",1.8,105192,"Gasoline",11
"Mercedes-Benz",2.3,18567,"Gasoline",36
"Fiat",1.8,26894,"Gasoline",13
"Ford",1.8,3181,"Gasoline",37
"GM - Chevrolet",1.8,59152,"Gasoline",6
"GM - Chevrolet",4.3,20133,"Gasoline",29
"Ford",2,52852,"Gasoline",10
"VW - VolksWagen",1.8,12515,"Gasoline",23
"Mercedes-Benz",3.5,61563,"Gasoline",16
"Fiat",1.6,32377,"Gasoline",11
"VW - VolksWagen",3,255543,"Diesel",3
"GM - Chevrolet",2.5,10951,"Gasoline",36
"Mercedes-Benz",3,596316,"Gasoline",4
"Mercedes-Benz",2,564916,"Gasoline",0
"GM - Chevrolet",1.8,47738,"Gasoline",8
"VW - VolksWagen",1.6,35676,"Gasoline",11
"VW - VolksWagen",1.3,4985,"Gasoline",38
"GM - Chevrolet",1.4,38216,"Gasoline",9
"Mercedes-Benz",2,328552,"Gasoline",3
"VW - VolksWagen",2,91509,"Gasoline",9
"GM - Chevrolet",2.5,95266,"Gasoline",8
"VW - VolksWagen",2.8,17085,"Gasoline",28
"Fiat",2,28745,"Gasoline",19
"GM - Chevrolet",2.5,23340,"Diesel",27
"GM - Chevrolet",4.3,27590,"Gasoline",24
"Ford",2.5,83084,"Gasoline",9
"VW - VolksWagen",2,85977,"Diesel",12
"Mercedes-Benz",6.2,1178859,"Gasoline",4
"GM - Chevrolet",1,8485,"Gasoline",26
"Mercedes-Benz",2,161439,"Gasoline",7
"Fiat",1.4,40872,"Gasoline",9
"Fiat",1.3,68895,"Gasoline",3
"Ford",1.6,60225,"Gasoline",6
"Fiat",1.6,16471,"Gasoline",22
"Mercedes-Benz",2.2,205122,"Diesel",3
"Ford",2.4,74109,"Diesel",12
"GM - Chevrolet",3.9,43999,"Diesel",35
"VW - VolksWagen",1.8,10365,"Gasoline",31
"Fiat",1.4,35395,"Gasoline",12
"Fiat",1,18696,"Gasoline",13
"VW - VolksWagen",1.6,43120,"Gasoline",9
"Fiat",1.8,32512,"Gasoline",16
"VW - VolksWagen",1.6,6676,"Gasoline",28
"Mercedes-Benz",3.2,72188,"Gasoline",29
"Fiat",1,20767,"Gasoline",12
"Fiat",1,27142,"Gasoline",10
"GM - Chevrolet",1.8,25532,"Gasoline",15
"VW - VolksWagen",1.6,11359,"Gasoline",23
"Mercedes-Benz",2.2,37033,"Diesel",21
"Mercedes-Benz",2,460588,"Gasoline",0
"GM - Chevrolet",4.2,75174,"Diesel",23
"Ford",3.9,130319,"Diesel",12
"VW - VolksWagen",1.8,10311,"Gasoline",30
"VW - VolksWagen",1.4,208493,"Gasoline",3
"GM - Chevrolet",1.6,36557,"Gasoline",11
"VW - VolksWagen",1.6,50452,"Gasoline",6
"Fiat",1.8,33239,"Gasoline",13
"VW - VolksWagen",1.6,38124,"Gasoline",14
"Fiat",1,23296,"Gasoline",12
"Mercedes-Benz",3,164174,"Diesel",10
"Ford",2,140767,"Gasoline",5
"VW - VolksWagen",2,86526,"Gasoline",8
"GM - Chevrolet",5,37627,"Gasoline",29
"Mercedes-Benz",2,366530,"Gasoline",3
"VW - VolksWagen",1,57625,"Gasoline",5
"VW - VolksWagen",2,18650,"Gasoline",19
"Mercedes-Benz",2,452525,"Diesel",0
"Fiat",1.8,54943,"Gasoline",8
"Ford",4,12596,"Gasoline",32
"GM - Chevrolet",2.2,16777,"Gasoline",26
"VW - VolksWagen",1.6,31887,"Gasoline",12
"GM - Chevrolet",2,40063,"Gasoline",11
"Mercedes-Benz",5,112245,"Gasoline",20
"Ford",4,11253,"Gasoline",29
"VW - VolksWagen",1.6,33531,"Gasoline",8
"VW - VolksWagen",3.2,38887,"Gasoline",15
"Fiat",1.3,18456,"Gasoline",18
"VW - VolksWagen",1,73707,"Gasoline",2
"Fiat",1.3,88247,"Gasoline",0
"Mercedes-Benz",3.5,111495,"Gasoline",11
"Ford",2.8,23907,"Diesel",21
"Fiat",1.4,45082,"Gasoline",7
"GM - Chevrolet",1.4,33870,"Gasoline",13
"Mercedes-Benz",5.5,698393,"Gasoline",6
"VW - VolksWagen",2,33985,"Gasoline",16
"VW - VolksWagen",1.6,8823,"Gasoline",32
"Ford",1.6,54725,"Gasoline",6
"VW - VolksWagen",2,73862,"Gasoline",10
"VW - VolksWagen",1.6,18722,"Alcohol",19
"Fiat",1.4,63263,"Gasoline",7
"VW - VolksWagen",1,12258,"Gasoline",20
"Mercedes-Benz",4,1858354,"Gasoline",2
"GM - Chevrolet",2.2,18771,"Gasoline",25
"GM - Chevrolet",1,90340,"Gasoline",1
"Mercedes-Benz",3.5,97573,"Gasoline",16
"Mercedes-Benz",3.2,61608,"Gasoline",18
"GM - Chevrolet",4.1,11145,"Gasoline",37
"Ford",1.5,54723,"Gasoline",4
"GM - Chevrolet",1.4,25452,"Gasoline",14
"VW - VolksWagen",1.6,24821,"Alcohol",17
"Mercedes-Benz",2,303833,"Gasoline",3
"GM - Chevrolet",1,18663,"Gasoline",15
"Fiat",1,17466,"Gasoline",15
"Mercedes-Benz",2.2,232270,"Diesel",0
"Fiat",1.8,29111,"Gasoline",13
"GM - Chevrolet",2,33984,"Gasoline",13
"VW - VolksWagen",1,83815,"Gasoline",5
"VW - VolksWagen",2,107921,"Diesel",11
"Fiat",1.4,39934,"Gasoline",11
"Mercedes-Benz",4,501472,"Gasoline",6
"Fiat",1.6,50865,"Gasoline",7
"Fiat",1.4,26682,"Gasoline",15
"Ford",1.5,37164,"Gasoline",10
"VW - VolksWagen",1.8,5161,"Gasoline",36
"VW - VolksWagen",2,78129,"Gasoline",9
"GM - Chevrolet",2.4,82187,"Gasoline",8
"VW - VolksWagen",1.8,14476,"Gasoline",24
"GM - Chevrolet",2,146335,"Gasoline",5
"Ford",4.3,31166,"Gasoline",25
"VW - VolksWagen",1,93847,"Gasoline",0
"GM - Chevrolet",2.8,284816,"Diesel",0
"GM - Chevrolet",1.8,3846,"Gasoline",37
"VW - VolksWagen",2,38556,"Gasoline",16
"Mercedes-Benz",2.4,43873,"Gasoline",20
"GM - Chevrolet",1.8,7084,"Gasoline",30
"GM - Chevrolet",1,35731,"Gasoline",7
"GM - Chevrolet",1.4,39238,"Gasoline",9
"VW - VolksWagen",1.6,7738,"Gasoline",27
"VW - VolksWagen",1.8,11713,"Gasoline",31
"Fiat",1.6,10581,"Gasoline",24
"Fiat",1.4,35015,"Gasoline",10
"VW - VolksWagen",1.6,40562,"Gasoline",10
"VW - VolksWagen",1.6,21167,"Gasoline",22
"GM - Chevrolet",1.4,87450,"Gasoline",6
"GM - Chevrolet",4.1,30446,"Gasoline",25
"VW - VolksWagen",1,35232,"Gasoline",8
"VW - VolksWagen",2,23786,"Gasoline",17
"VW - VolksWagen",1.6,72516,"Gasoline",7
"Mercedes-Benz",3.5,88681,"Gasoline",16
"GM - Chevrolet",2,8769,"Gasoline",29
"GM - Chevrolet",2,36838,"Gasoline",13
"VW - VolksWagen",1,32428,"Gasoline",9
"VW - VolksWagen",1.6,61899,"Gasoline",5
"Ford",1,63764,"Gasoline",2
"VW - VolksWagen",1,10024,"Alcohol",20
"VW - VolksWagen",1.4,34210,"Gasoline",12
"Ford",4,32662,"Gasoline",22
"Ford",4,39494,"Gasoline",28
"Ford",1.3,13426,"Gasoline",23
"Ford",3.9,128482,"Diesel",14
"Ford",3,82769,"Diesel",11
"VW - VolksWagen",1.8,17020,"Gasoline",21
"VW - VolksWagen",1,107799,"Gasoline",0
"VW - VolksWagen",1.3,4759,"Gasoline",38
"GM - Chevrolet",4.1,14076,"Gasoline",29
"VW - VolksWagen",1.6,65849,"Gasoline",3
"VW - VolksWagen",1.6,49338,"Gasoline",7
"VW - VolksWagen",4.2,245687,"Gasoline",7
"VW - VolksWagen",1,70327,"Gasoline",2
"Mercedes-Benz",3.2,60944,"Gasoline",22
"GM - Chevrolet",2,10467,"Gasoline",28
"VW - VolksWagen",2.8,19456,"Gasoline",22
"Ford",3.9,35812,"Diesel",29
"VW - VolksWagen",1.8,14698,"Gasoline",27
"GM - Chevrolet",2.8,88914,"Diesel",11
"Ford",1,17364,"Gasoline",15
"VW - VolksWagen",1.8,16285,"Gasoline",22
"Ford",1,10119,"Gasoline",23
"VW - VolksWagen",1,95493,"Gasoline",3
"GM - Chevrolet",3.9,61889,"Diesel",30
"Mercedes-Benz",3.2,51477,"Gasoline",28
"Fiat",1.5,7736,"Alcohol",26
"GM - Chevrolet",1.8,60094,"Gasoline",6
"Fiat",2,23036,"Gasoline",22
"Fiat",2.3,87247,"Diesel",10
"Ford",2,24072,"Gasoline",17
"GM - Chevrolet",2.5,40393,"Diesel",25
"Ford",1.8,15604,"Alcohol",27
"Ford",3.9,12322,"Diesel",38
"Fiat",1.6,48772,"Gasoline",6
"Fiat",1.4,32909,"Gasoline",12
"Mercedes-Benz",2.2,79348,"Diesel",13
"GM - Chevrolet",2.5,10398,"Gasoline",35
"Ford",2,9879,"Gasoline",24
"Fiat",1.4,52942,"Gasoline",7
"VW - VolksWagen",1,98965,"Gasoline",3
"Mercedes-Benz",3.2,55738,"Gasoline",23
"Mercedes-Benz",2,161413,"Gasoline",8
"VW - VolksWagen",1.6,44358,"Gasoline",7
"GM - Chevrolet",1.4,21145,"Gasoline",16
"GM - Chevrolet",2,8444,"Alcohol",28
"Fiat",1.4,51345,"Gasoline",9
"VW - VolksWagen",1.8,11294,"Gasoline",29
"Ford",1.6,40817,"Gasoline",9
"GM - Chevrolet",1.6,38121,"Gasoline",10
"GM - Chevrolet",3.9,41936,"Diesel",37
"VW - VolksWagen",1,77531,"Gasoline",0
"Fiat",1.4,28943,"Gasoline",10
"Ford",1.3,4931,"Gasoline",28
"Fiat",2,27010,"Gasoline",20
"GM - Chevrolet",5.7,428145,"Gasoline",12
"GM - Chevrolet",2,7766,"Gasoline",30
"VW - VolksWagen",1,55344,"Gasoline",3
"Ford",1.5,59287,"Gasoline",4
"Ford",1.6,11424,"Alcohol",28
"VW - VolksWagen",1,13064,"Gasoline",21
"GM - Chevrolet",4.1,21439,"Gasoline",27
"GM - Chevrolet",1.4,24667,"Gasoline",13
"Ford",2,37140,"Gasoline",13
"Fiat",2.8,55458,"Diesel",16
"Mercedes-Benz",4.7,865672,"Gasoline",6
"Ford",3,59050,"Diesel",14
"Fiat",1.6,6248,"Gasoline",29
"Mercedes-Benz",2.2,110145,"Diesel",11
"Ford",1.6,34016,"Gasoline",12
"Fiat",1.8,70483,"Gasoline",4
"GM - Chevrolet",1,18584,"Gasoline",15
"Fiat",1.8,73766,"Gasoline",5
"GM - Chevrolet",1.6,8587,"Gasoline",30
"Ford",1.8,9640,"Gasoline",33
"Ford",2.5,42080,"Diesel",23
"VW - VolksWagen",1.6,18633,"Gasoline",19
"Ford",3,14990,"Gasoline",29
"Fiat",1.6,9829,"Gasoline",22
"Ford",1.6,11414,"Gasoline",31
"Ford",3.9,111597,"Diesel",13
"Mercedes-Benz",2,513117,"Gasoline",2
"Ford",1.6,16090,"Gasoline",19
"VW - VolksWagen",2,28030,"Gasoline",24
"GM - Chevrolet",2.8,146790,"Diesel",4
"Ford",1.8,13575,"Gasoline",30
"Ford",1.6,13200,"Gasoline",22
"Fiat",1.3,74060,"Gasoline",1
"GM - Chevrolet",1.8,42052,"Gasoline",9
"GM - Chevrolet",4.3,13983,"Gasoline",30
"Fiat",1.8,18660,"Gasoline",18
"GM - Chevrolet",4.1,13352,"Gasoline",34
"Ford",2.2,205227,"Diesel",1
"VW - VolksWagen",1.8,30000,"Gasoline",16
"GM - Chevrolet",2,27203,"Gasoline",17
"Ford",2,40919,"Gasoline",12
"Fiat",1.5,24672,"Gasoline",16
"VW - VolksWagen",1,11469,"Alcohol",18
"Fiat",2.3,78408,"Diesel",11
